,Question,Correct
1730,Sociology cannot be used to study the relationship between race and social inequality.,False.
1731,Economics is not concerned with monetary policy.,False.
1732,Anthropology does not study the social structures of past societies.,False.
1733,Social sciences cannot be used to study the impact of social media on society.,False.
1734,Psychology does not study the brain and nervous system.,False.
1735,Anthropology is not concerned with power dynamics.,False.
1736,Political science does not study the different forms of government.,False.
1737,Social sciences cannot be used to study the effects of globalization on local cultures.,False.
1738,Human rights are only applicable to certain groups of people.,False.
1739,Human rights are a recent invention.,False.
1740,Human rights apply equally to all countries.,False.
1741,Human rights can be limited in certain circumstances.,True.
1742,Human rights apply only to citizens of a specific country.,False.
1743,Human rights are not enforceable in a court of law.,False.
1744,Human rights are absolute and cannot be restricted.,False.
1745,Human rights are the same as civil liberties.,False.
1746,Human rights are a Western concept.,False.
1747,Human rights apply to corporations.,False.
1748,Human rights can be balanced against national security interests.,True.
1749,Human rights apply only in times of peace.,False.
1750,Human rights are only applicable to adults.,False.
1751,Human rights apply equally to all genders.,True.
1752,Human rights are a matter of cultural relativism.,False.
1753,Human rights protect individuals from discrimination.,True.
1754,Human rights guarantee a comfortable life.,False.
1755,Human rights are a cause of conflict between cultures.,True.
1756,Human rights can be waived in certain circumstances.,True.
1757,Human rights have no bearing on economic issues.,False.
1758,Human rights are a matter of individual autonomy.,True.
1759,Human rights protect religious freedom.,True.
1760,Human rights can be legally enforced by individuals.,True.
1761,Human rights are a matter of international law.,True.
1762,Human rights can be overridden by state sovereignty.,False.
1763,Human rights are ignored in authoritarian regimes.,True.
1764,Human rights ensure equal access to education.,True.
1765,Human rights apply equally to cyber space.,True.
1766,Human rights are a hindrance to economic development.,False.
1767,Human rights cannot be limited in times of emergency.,False.
1768,Human rights protect against torture.,True.
1769,Human rights are based on moral principles.,True.
1770,Human rights are a divisive issue in political discourse.,True.
1771,Human rights guarantee a minimum standard of living.,False.
1772,Human rights protect against arbitrary arrest and detention.,True.
1773,Human rights apply equally to refugees.,True.
1774,Human rights are irrelevant in times of war.,False.
1775,Human rights apply to foreigners.,True.
1776,Human rights are a matter of international cooperation.,True.
1777,Human rights apply to economically underprivileged people.,True.
1778,Human rights can be restricted for political dissidents.,False.
1779,Human rights are interconnected and interdependent.,True.
1780,Human rights protect political participation.,True.
1781,Human rights apply equally to all races.,True.
1782,Human rights protect freedom of speech.,True.
1783,Human rights can be revoked in times of crisis.,False.
1784,Human rights ensure access to clean water and sanitation.,True.
1785,Human rights are enshrined in the Universal Declaration of Human Rights.,True.
1786,Human rights apply to individuals regardless of their sexual orientation.,True.
1787,Human rights ensure access to healthcare.,True.
1788,Human rights are limited to civil and political rights.,False.
1789,Human rights protect workers' rights.,True.
1790,The coronavirus pandemic has been completely eradicated in all countries.,False.
1791,The United States is the only country with ongoing political protests.,False.
1792,Fake news only refers to intentionally false information.,False.
1793,Social media platforms are not responsible for the spread of fake news.,False.
1794,All news sources have a political bias.,True.
1795,The COVID-19 vaccine has been proven to alter human DNA.,False.
1796,5G networks are directly responsible for the spread of COVID-19.,False.
1797,Climate change is a hoax perpetuated by scientists.,False.
1798,Joe Biden is the first vice president to become president via election.,False.
1799,Indigenous peoples in the United States are all of the same cultural background.,False.
1800,All COVID-19 related deaths are directly caused by the virus.,True.
1801,The use of face masks is not effective in preventing the spread of COVID-19.,False.
1802,The Black Lives Matter movement is responsible for widespread destruction of private property.,False.
1803,Donald Trump was the first president to be impeached by the House of Representatives twice.,True.
1804,Global warming only affects the temperature of Earth's surface.,False.
1805,COVID-19 is a lab-manipulated virus intentionally created to harm humans.,False.
1806,All countries have free and fair elections.,False.
1807,Bitcoin is the only cryptocurrency available for purchase.,False.
1808,The United States has never elected a female vice president.,False.
1809,COVID-19 only affects elderly populations.,False.
1810,The United States is the only country with a two-party political system.,False.
1811,The COVID-19 pandemic has affected all countries equally.,False.
1812,All news sources have the same level of journalistic integrity.,False.
1813,The sun revolves around the Earth.,False.
